MATRICULA   NOMBRE                           APPAT                            APMAT                            FECHA NAC    EDAD   SEXO      LUGAR NAC              CURP
342080      CARMEN                           GUTIERREZ                        ZAPATA                           30-04-1984   39     MUJER     TABASCO                GUZC840430MTCTPR00
342081      MIGUEL                           PEREZ                            MORENO                           22-09-2006   17     HOMBRE    AGUASCALIENTES         PEMM060922HASRRGA6
342085      JUAN                             MORENO                           GOMEZ                            16-04-1982   41     HOMBRE    TABASCO                MOGJ820416HTCRMN02
342095      JOSE                             LOPEZ                            CHAVEZ                           18-12-1995   27     HOMBRE    YUCATAN                LOCJ951218HYNPHX04
343000      MONICA                           ROMERO                           RUIZ                             04-07-2020   3      MUJER     AGUASCALIENTES         RORM200704MASMZNC9
343005      MARTA                            NUNEZ                            NAVARRO                          07-11-2001   21     MUJER     GUANAJUATO             NUNM011107MGTNVRA2
343011      JUAN                             JIMENEZ                          MORALES                          24-06-2008   15     HOMBRE    SINALOA                JIMJ080624HSLMRNA5
343016      JAVIER                           FLORES                           CRUZ                             28-06-2002   21     HOMBRE    SINALOA                FOCJ020628HSLLRVA0
343023      PATRICIA                         MENDOZA                          MORALES                          18-12-1991   31     MUJER     COAHUILA               MEMP911218MCLNRT06
343024      JOSE                             LOPEZ                            HERNANDEZ                        18-04-2007   16     HOMBRE    CHIAPAS                LOHJ070418HCSPRXA8
343038      CAROLINA                         RODRIGUEZ                        JIMENEZ                          04-10-1989   34     MUJER     SAN LUIS POTOSI        ROJC891004MSPDMR09
343043      LOURDES                          TORRES                           ROMERO                           16-09-2015   8      MUJER     PUEBLA                 TORL150916MPLRMRB1
343048      LAURA                            SILVA                            JIMENEZ                          03-08-2006   17     MUJER     BAJA CALIFORNIA        SIJL060803MBCLMRA7
343052      JOSE                             JIMENEZ                          RODRIGUEZ                        11-03-1981   42     HOMBRE    CHIHUAHUA              JIRJ810311HCHMDX06
343053      ANTONIO                          FLORES                           GUERRERO                         09-05-1990   33     HOMBRE    OAXACA                 FOGA900509HOCLRN09
343055      FERNANDO                         CASTRO                           TORRES                           29-01-2006   17     HOMBRE    TLAXCALA               CATF060129HTLSRRA9
343056      PEDRO                            GUTIERREZ                        NUNEZ                            20-04-2001   22     HOMBRE    TAMAULIPAS             GUNP010420HTSTNDA4
343062      LUIS                             NAVARRO                          RODRIGUEZ                        31-05-2017   6      HOMBRE    GUERRERO               NARL170531HGRVDSB4
343063      FRANCISCO                        ZAPATA                           SILVA                            03-04-1982   41     HOMBRE    MORELOS                ZASF820403HMSPLR05
343071      ANDRES                           REYES                            CHAVEZ                           21-04-2005   18     HOMBRE    MORELOS                RECA050421HMSYHNA8
343081      MANUEL                           LOPEZ                            CHAVEZ                           17-01-2010   13     HOMBRE    GUANAJUATO             LOCM100117HGTPHNB1
343085      JOSE LUIS                        REYES                            SOTO                             13-04-1992   31     HOMBRE    GUANAJUATO             RESL920413HGTYTS03
343090      LAURA                            TORRES                           ALVAREZ                          25-08-2007   16     MUJER     CAMPECHE               TOAL070825MCCRLRA3
343095      LOURDES                          ROJAS                            VALDEZ                           26-10-1997   26     MUJER     CAMPECHE               ROVL971026MCCJLR06
344006      LOURDES                          ZAPATA                           JIMENEZ                          12-11-2011   11     MUJER     GUANAJUATO             ZAJL111112MGTPMRB2
344007      MIGUEL                           NAVARRO                          GONZALEZ                         20-04-2005   18     HOMBRE    GUERRERO               NAGM050420HGRVNGA2
344010      FERNANDO                         YEPIZ                            SANCHEZ                          17-10-1989   34     HOMBRE    JALISCO                YESF891017HJCPNR01
344020      CARMEN                           VALDEZ                           ZAPATA                           05-10-1985   38     MUJER     TLAXCALA               VAZC851005MTLLPR08
344023      JULIA                            SANCHEZ                          VALDEZ                           23-12-2006   16     MUJER     SONORA                 SAVJ061223MSRNLLA3
344030      JULIA                            RODRIGUEZ                        SILVA                            22-08-2016   7      MUJER     DISTRITO FEDERAL       ROSJ160822MDFDLLB0
344031      ROBERTO                          FUENTES                          LARA                             31-05-2001   22     HOMBRE    SINALOA                FULR010531HSLNRBA7
344039      SOFIA                            CRUZ                             SILVA                            09-09-2015   8      MUJER     SONORA                 CUSS150909MSRRLFB8
344041      FERNANDO                         PEREZ                            NUNEZ                            28-10-2013   10     HOMBRE    BAJA CALIFORNIA SUR    PENF131028HBSRNRB4
344045      ANA                              GUTIERREZ                        CASTRO                           13-07-1997   26     MUJER     GUANAJUATO             GUCA970713MGTTSN00
344046      MANUEL                           SANCHEZ                          VALDEZ                           01-05-1999   24     HOMBRE    TLAXCALA               SAVM990501HTLNLN09
344050      SOFIA                            LARA                             ROMERO                           08-10-1981   42     MUJER     CHIAPAS                LARS811008MCSRMF05
344056      ELENA                            PEREZ                            ACOSTA                           21-12-2010   12     MUJER     HIDALGO                PEAE101221MHGRCLB9
344058      MARIO                            JIMENEZ                          TORRES                           20-04-1987   36     HOMBRE    PUEBLA                 JITM870420HPLMRR05
344069      MARTA                            GUERRERO                         LOPEZ                            26-12-2018   4      MUJER     JALISCO                GULM181226MJCRPRB5
344070      LUISA                            RAMIREZ                          FLORES                           02-07-2013   10     MUJER     SONORA                 RAFL130702MSRMLSB1
344083      CLARA                            GUERRERO                         RUIZ                             01-12-1989   33     MUJER     TAMAULIPAS             GURC891201MTSRZL07
344084      MARIA                            NUNEZ                            ORTEGA                           28-09-2005   18     MUJER     COAHUILA               NUOM050928MCLNRXA6
344087      JULIA                            ALVAREZ                          LOPEZ                            29-10-2014   9      MUJER     CAMPECHE               AALJ141029MCCLPLB2
344092      DAVID                            MORALES                          NUNEZ                            31-01-1989   34     HOMBRE    MORELOS                MOND890131HMSRNV04
344094      MIGUEL                           ALVAREZ                          GOMEZ                            12-08-2017   6      HOMBRE    TABASCO                AAGM170812HTCLMGB6
344098      CLARA                            REYES                            SILVA                            15-09-2002   21     MUJER     JALISCO                RESC020915MJCYLLA0
345000      MARIO                            VARGAS                           LARA                             21-12-1990   32     HOMBRE    TLAXCALA               VALM901221HTLRRR09
345001      LUCIA                            TORRES                           VALDEZ                           08-11-2009   13     MUJER     DURANGO                TOVL091108MDGRLCA9
345006      CARMEN                           ALVAREZ                          MENDOZA                          08-01-1992   31     MUJER     MICHOACAN              AAMC920108MMNLNR05
345012      DANIEL                           DIAZ                             ALVAREZ                          11-06-1994   29     HOMBRE    AGUASCALIENTES         DIAD940611HASZLN02
345016      DANIEL                           MORENO                           MORALES                          06-05-2002   21     HOMBRE    YUCATAN                MOMD020506HYNRRNA3
345020      RAFAEL                           ACOSTA                           RAMIREZ                          11-07-1983   40     HOMBRE    BAJA CALIFORNIA        AORR830711HBCCMF08
345028      ANTONIO                          REYES                            FUENTES                          14-10-2004   19     HOMBRE    QUINTANA ROO           REFA041014HQRYNNA7
345041      ISABEL                           ALVAREZ                          JIMENEZ                          09-01-1997   26     MUJER     DISTRITO FEDERAL       AAJI970109MDFLMS07
345046      LOURDES                          YEPIZ                            SILVA                            04-01-2003   20     MUJER     QUINTANA ROO           YESL030104MQRPLRA2
345049      MONICA                           REYES                            SILVA                            07-10-2006   17     MUJER     GUERRERO               RESM061007MGRYLNA8
345054      LOURDES                          ZAPATA                           MORENO                           26-12-1985   37     MUJER     COAHUILA               ZAML851226MCLPRR02
345061      ELENA                            RAMIREZ                          YEPIZ                            01-12-2010   12     MUJER     GUANAJUATO             RAYE101201MGTMPLB7
345063      MIGUEL                           HERNANDEZ                        FERNANDEZ                        29-04-2009   14     HOMBRE    MORELOS                HEFM090429HMSRRGA5
345064      MIGUEL                           HERNANDEZ                        LARA                             07-11-2009   13     HOMBRE    SONORA                 HELM091107HSRRRGA4
345073      LAURA                            JIMENEZ                          CHAVEZ                           04-06-1985   38     MUJER     SINALOA                JICL850604MSLMHR02
345075      MONICA                           FERNANDEZ                        PEREZ                            28-08-2017   6      MUJER     MORELOS                FEPM170828MMSRRNB9
345084      ISABEL                           MORENO                           RODRIGUEZ                        14-07-2008   15     MUJER     BAJA CALIFORNIA        MORI080714MBCRDSA4
345088      ANA                              RODRIGUEZ                        REYES                            30-12-2006   16     MUJER     OAXACA                 RORA061230MOCDYNA4
346000      LUISA                            VARGAS                           FUENTES                          07-04-2004   19     MUJER     PUEBLA                 VAFL040407MPLRNSA8
346005      LOURDES                          RUIZ                             CHAVEZ                           24-11-2012   10     MUJER     YUCATAN                RUCL121124MYNZHRB6
346008      ISABEL                           JIMENEZ                          ROMERO                           15-05-1997   26     MUJER     TAMAULIPAS             JIRI970515MTSMMS09
346018      ALBERTO                          MORALES                          DIAZ                             16-12-2002   20     HOMBRE    COLIMA                 MODA021216HCMRZLA6
346020      DAVID                            GONZALEZ                         ACOSTA                           07-12-1986   36     HOMBRE    CHIAPAS                GOAD861207HCSNCV03
346038      ANDRES                           FERNANDEZ                        RAMIREZ                          12-07-2020   3      HOMBRE    MICHOACAN              FERA200712HMNRMNC1
346040      JUAN                             CRUZ                             RAMIREZ                          02-02-1987   36     HOMBRE    PUEBLA                 CURJ870202HPLRMN04
346042      ANDRES                           CASTRO                           PEREZ                            09-10-1983   40     HOMBRE    MORELOS                CAPA831009HMSSRN05
346043      LUIS                             VEGA                             MORALES                          18-07-1990   33     HOMBRE    CHIAPAS                VEML900718HCSGRS04
346046      LOURDES                          CASTRO                           SILVA                            06-01-1982   41     MUJER     ZACATECAS              CASL820106MZSSLR07
346049      JUAN                             NUNEZ                            MENDOZA                          09-12-2001   21     HOMBRE    EXTRANJERO             NUMJ011209HNENNNA9
346056      ANDRES                           FUENTES                          HERNANDEZ                        31-05-2016   7      HOMBRE    GUERRERO               FUHA160531HGRNRNB9
346057      FERNANDO                         NAVARRO                          VEGA                             20-11-2018   4      HOMBRE    OAXACA                 NAVF181120HOCVGRB3
346059      JULIA                            SANCHEZ                          GONZALEZ                         25-07-1991   32     MUJER     OAXACA                 SAGJ910725MOCNNL02
346065      JULIA                            RODRIGUEZ                        RUIZ                             25-11-2014   8      MUJER     QUERETARO              RORJ141125MQTDZLB2
346068      ISABEL                           GUTIERREZ                        YEPIZ                            03-09-2014   9      MUJER     SONORA                 GUYI140903MSRTPSB8
346074      LUCIA                            DIAZ                             GUERRERO                         21-12-1980   42     MUJER     DISTRITO FEDERAL       DIGL801221MDFZRC08
346081      CARLOS                           GUTIERREZ                        LOPEZ                            31-08-2009   14     HOMBRE    QUERETARO              GULC090831HQTTPRA0
346087      MIGUEL                           GUERRERO                         CASTRO                           12-02-2008   15     HOMBRE    MEXICO                 GUCM080212HMCRSGA8
346092      JUAN                             VALDEZ                           GUERRERO                         30-01-1996   27     HOMBRE    TLAXCALA               VAGJ960130HTLLRN09
346095      PEDRO                            ALVAREZ                          RAMIREZ                          13-10-1995   28     HOMBRE    AGUASCALIENTES         AARP951013HASLMD06
347014      JOSE                             MENDOZA                          FERNANDEZ                        02-10-1991   32     HOMBRE    TAMAULIPAS             MEFJ911002HTSNRX06
347022      MONICA                           SANCHEZ                          MENDOZA                          02-07-2007   16     MUJER     BAJA CALIFORNIA        SAMM070702MBCNNNA3
347025      MARIO                            LOPEZ                            LARA                             25-02-2007   16     HOMBRE    TABASCO                LOLM070225HTCPRRA1
347026      ANDRES                           PEREZ                            NUNEZ                            23-04-2007   16     HOMBRE    COLIMA                 PENA070423HCMRNNA8
347027      MARTA                            SILVA                            RAMIREZ                          02-11-2012   10     MUJER     VERACRUZ               SIRM121102MVZLMRB0
347046      ALEJANDRO                        ALVAREZ                          YEPIZ                            09-05-2015   8      HOMBRE    MORELOS                AAYA150509HMSLPLB9
347051      MANUEL                           LARA                             JIMENEZ                          08-12-1983   39     HOMBRE    DURANGO                LAJM831208HDGRMN03
347061      JOSE                             MARTINEZ                         NUNEZ                            22-07-2005   18     HOMBRE    TAMAULIPAS             MANJ050722HTSRNXA3
347084      ELENA                            HERNANDEZ                        MORENO                           24-10-2005   18     MUJER     PUEBLA                 HEME051024MPLRRLA2
347086      DIANA                            MORALES                          GUERRERO                         13-06-2009   14     MUJER     PUEBLA                 MOGD090613MPLRRNA8
347089      MIGUEL                           FUENTES                          ALVAREZ                          11-09-2020   3      HOMBRE    SINALOA                FUAM200911HSLNLGC7
347097      LUISA                            PEREZ                            CASTRO                           04-04-1998   25     MUJER     BAJA CALIFORNIA SUR    PECL980404MBSRSS02
348005      MARTA                            GUERRERO                         CRUZ                             25-12-1981   41     MUJER     GUERRERO               GUCM811225MGRRRR09
348015      VALENTINA                        MENDOZA                          MARTINEZ                         12-05-2007   16     MUJER     COAHUILA               MEMV070512MCLNRLA8
348020      ANTONIO                          GOMEZ                            ACOSTA                           28-01-1999   24     HOMBRE    CHIAPAS                GOAA990128HCSMCN06
348022      RAQUEL                           FUENTES                          GOMEZ                            02-01-1993   30     MUJER     COLIMA                 FUGR930102MCMNMQ04
348024      JOSE                             LOPEZ                            RUIZ                             28-10-1987   36     HOMBRE    VERACRUZ               LORJ871028HVZPZX07
348027      CLARA                            ROMERO                           DIAZ                             08-11-2016   6      MUJER     AGUASCALIENTES         RODC161108MASMZLB4
348031      ALBERTO                          RODRIGUEZ                        GONZALEZ                         20-06-2016   7      HOMBRE    COAHUILA               ROGA160620HCLDNLB9
348032      MARIO                            FERNANDEZ                        ROJAS                            12-01-2015   8      HOMBRE    YUCATAN                FERM150112HYNRJRB7
348037      JOSE                             RUIZ                             FERNANDEZ                        27-08-2015   8      HOMBRE    CHIAPAS                RUFJ150827HCSZRXB6
348041      PEDRO                            REYES                            VARGAS                           20-11-2000   22     HOMBRE    DISTRITO FEDERAL       REVP001120HDFYRDA2
348044      JULIA                            MORALES                          VARGAS                           20-08-1988   35     MUJER     COAHUILA               MOVJ880820MCLRRL01
348047      FRANCISCO                        DIAZ                             REYES                            11-02-2006   17     HOMBRE    CHIHUAHUA              DIRF060211HCHZYRA9
348051      ISABEL                           LARA                             PEREZ                            10-02-1993   30     MUJER     COAHUILA               LAPI930210MCLRRS09
348065      LAURA                            MENDOZA                          MORENO                           12-09-2020   3      MUJER     GUERRERO               MEML200912MGRNRRC1
348066      MARIO                            JIMENEZ                          LOPEZ                            22-10-2014   9      HOMBRE    COAHUILA               JILM141022HCLMPRB6
348067      FRANCISCO                        SOTO                             ACOSTA                           24-02-2012   11     HOMBRE    JALISCO                SOAF120224HJCTCRB4
348078      PEDRO                            SOTO                             ROMERO                           09-04-2004   19     HOMBRE    VERACRUZ               SORP040409HVZTMDA8
348082      ANA                              LARA                             JIMENEZ                          08-08-2006   17     MUJER     CAMPECHE               LAJA060808MCCRMNA5
349000      VALENTINA                        CRUZ                             RAMIREZ                          26-08-1993   30     MUJER     EXTRANJERO             CURV930826MNERML03
349001      RAFAEL                           VARGAS                           PEREZ                            01-03-1989   34     HOMBRE    VERACRUZ               VAPR890301HVZRRF05
349003      JOSE                             GOMEZ                            RAMIREZ                          23-07-2010   13     HOMBRE    NAYARIT                GORJ100723HNTMMXB4
349010      RAFAEL                           JIMENEZ                          SANCHEZ                          08-01-2004   19     HOMBRE    VERACRUZ               JISR040108HVZMNFA1
349016      ALBERTO                          ROJAS                            DIAZ                             17-03-2006   17     HOMBRE    SAN LUIS POTOSI        RODA060317HSPJZLA4
349017      MANUEL                           GOMEZ                            VARGAS                           17-02-2000   23     HOMBRE    VERACRUZ               GOVM000217HVZMRNA4
349018      MONICA                           MORALES                          NAVARRO                          18-09-1983   40     MUJER     BAJA CALIFORNIA        MONM830918MBCRVN06
349022      LUIS                             ZAPATA                           VEGA                             11-10-1998   25     HOMBRE    PUEBLA                 ZAVL981011HPLPGS07
349027      PEDRO                            PEREZ                            FLORES                           13-11-1998   24     HOMBRE    TLAXCALA               PEFP981113HTLRLD07
349049      LUCIA                            SANCHEZ                          FLORES                           14-09-1986   37     MUJER     BAJA CALIFORNIA SUR    SAFL860914MBSNLC02
349050      FRANCISCO                        VALDEZ                           FLORES                           26-09-2008   15     HOMBRE    SONORA                 VAFF080926HSRLLRA9
349057      LUCIA                            NUNEZ                            YEPIZ                            28-07-2015   8      MUJER     SONORA                 NUYL150728MSRNPCB1
349065      FRANCISCO                        MORALES                          MARTINEZ                         26-05-1997   26     HOMBRE    CHIAPAS                MOMF970526HCSRRR00
349068      ANDRES                           RUIZ                             VARGAS                           11-08-1985   38     HOMBRE    TABASCO                RUVA850811HTCZRN08
349071      JUAN                             RODRIGUEZ                        LOPEZ                            27-07-1995   28     HOMBRE    COAHUILA               ROLJ950727HCLDPN09
349077      CLARA                            FERNANDEZ                        ROJAS                            27-07-1986   37     MUJER     NUEVO LEON             FERC860727MNLRJL07
349081      CARMEN                           VEGA                             LOPEZ                            24-03-1995   28     MUJER     CAMPECHE               VELC950324MCCGPR09
349084      JAVIER                           MORENO                           PEREZ                            03-10-2015   8      HOMBRE    TABASCO                MOPJ151003HTCRRVB8
349089      MARIO                            CRUZ                             LOPEZ                            12-02-2014   9      HOMBRE    COLIMA                 CULM140212HCMRPRB6
349090      MIGUEL                           MENDOZA                          ACOSTA                           20-12-2012   10     HOMBRE    VERACRUZ               MEAM121220HVZNCGB9
349095      RAQUEL                           MARTINEZ                         LOPEZ                            05-06-2001   22     MUJER     GUANAJUATO             MALR010605MGTRPQA3
350004      DAVID                            RAMIREZ                          ROJAS                            28-01-1986   37     HOMBRE    GUANAJUATO             RARD860128HGTMJV08
350006      DANIEL                           JIMENEZ                          LARA                             15-12-1990   32     HOMBRE    BAJA CALIFORNIA SUR    JILD901215HBSMRN09
350008      ANA                              PEREZ                            REYES                            24-11-2019   3      MUJER     VERACRUZ               PERA191124MVZRYNB0
350010      RAFAEL                           ROMERO                           DIAZ                             01-03-1989   34     HOMBRE    SAN LUIS POTOSI        RODR890301HSPMZF09
350013      DANIEL                           RUIZ                             MORALES                          14-05-2016   7      HOMBRE    AGUASCALIENTES         RUMD160514HASZRNB4
350025      LAURA                            GONZALEZ                         CHAVEZ                           27-12-2009   13     MUJER     DURANGO                GOCL091227MDGNHRA6
350032      JOSE LUIS                        GONZALEZ                         NAVARRO                          03-12-2007   15     HOMBRE    OAXACA                 GONL071203HOCNVSA3
350039      LAURA                            REYES                            CASTRO                           14-06-2014   9      MUJER     QUINTANA ROO           RECL140614MQRYSRB8
350043      LAURA                            ORTEGA                           SOTO                             06-11-1984   38     MUJER     CHIAPAS                OESL841106MCSRTR09
350046      SOFIA                            SILVA                            RAMIREZ                          14-04-1983   40     MUJER     ZACATECAS              SIRS830414MZSLMF05
350050      JOSE                             SANCHEZ                          MORENO                           11-07-2017   6      HOMBRE    PUEBLA                 SAMJ170711HPLNRXB0
350052      MONICA                           LOPEZ                            VALDEZ                           22-01-1984   39     MUJER     CAMPECHE               LOVM840122MCCPLN05
350053      PATRICIA                         RAMIREZ                          DIAZ                             09-02-1993   30     MUJER     EXTRANJERO             RADP930209MNEMZT04
350054      MARIO                            SILVA                            NUNEZ                            17-02-2004   19     HOMBRE    QUINTANA ROO           SINM040217HQRLNRA7
350059      MARIA                            ACOSTA                           GUERRERO                         01-11-1982   40     MUJER     COLIMA                 AOGM821101MCMCRX06
350075      DIANA                            LOPEZ                            FERNANDEZ                        13-04-1982   41     MUJER     SAN LUIS POTOSI        LOFD820413MSPPRN01
350076      LUCIA                            ZAPATA                           ORTEGA                           13-09-2020   3      MUJER     YUCATAN                ZAOL200913MYNPRCC7
350079      PATRICIA                         RUIZ                             SOTO                             04-12-1986   36     MUJER     CHIHUAHUA              RUSP861204MCHZTT03
350090      CAROLINA                         FUENTES                          HERNANDEZ                        20-04-1981   42     MUJER     MICHOACAN              FUHC810420MMNNRR02
351002      ANDRES                           CRUZ                             GUTIERREZ                        20-04-1990   33     HOMBRE    CHIHUAHUA              CUGA900420HCHRTN00
351004      ELENA                            RAMIREZ                          TORRES                           14-08-2016   7      MUJER     TABASCO                RATE160814MTCMRLB4
351020      MIGUEL                           VALDEZ                           REYES                            13-05-1983   40     HOMBRE    PUEBLA                 VARM830513HPLLYG09
351025      LUIS                             RODRIGUEZ                        ROJAS                            19-05-2011   12     HOMBRE    COLIMA                 RORL110519HCMDJSB9
351029      MARIO                            VARGAS                           YEPIZ                            10-01-2002   21     HOMBRE    GUERRERO               VAYM020110HGRRPRA0
351030      RAFAEL                           ALVAREZ                          LARA                             11-08-2015   8      HOMBRE    JALISCO                AALR150811HJCLRFB6
351034      LUIS                             ALVAREZ                          REYES                            22-03-2016   7      HOMBRE    TAMAULIPAS             AARL160322HTSLYSB3
351041      LAURA                            CRUZ                             CASTRO                           15-10-2017   6      MUJER     MICHOACAN              CUCL171015MMNRSRB0
351047      MONICA                           ALVAREZ                          VEGA                             29-12-1981   41     MUJER     CHIAPAS                AAVM811229MCSLGN03
351062      FERNANDO                         PEREZ                            ALVAREZ                          07-04-1988   35     HOMBRE    COLIMA                 PEAF880407HCMRLR03
351066      DANIEL                           GUERRERO                         JIMENEZ                          20-09-2019   4      HOMBRE    NUEVO LEON             GUJD190920HNLRMNB0
351067      CLARA                            MORALES                          VEGA                             26-11-2009   13     MUJER     COLIMA                 MOVC091126MCMRGLA5
351069      JAVIER                           SILVA                            ALVAREZ                          01-05-1986   37     HOMBRE    CHIAPAS                SIAJ860501HCSLLV01
351073      PEDRO                            MORENO                           ACOSTA                           03-09-1990   33     HOMBRE    DISTRITO FEDERAL       MOAP900903HDFRCD02
351089      DANIEL                           TORRES                           RODRIGUEZ                        01-10-2006   17     HOMBRE    SINALOA                TORD061001HSLRDNA4
351097      MARIO                            CASTRO                           LOPEZ                            13-10-1997   26     HOMBRE    SINALOA                CALM971013HSLSPR06
351099      PEDRO                            GONZALEZ                         ALVAREZ                          17-03-1989   34     HOMBRE    AGUASCALIENTES         GOAP890317HASNLD07
352028      DAVID                            MARTINEZ                         ROMERO                           14-03-1986   37     HOMBRE    OAXACA                 MARD860314HOCRMV00
352039      JAVIER                           FUENTES                          REYES                            08-08-1998   25     HOMBRE    GUERRERO               FURJ980808HGRNYV03
352044      FERNANDO                         ZAPATA                           MENDOZA                          24-12-2014   8      HOMBRE    CAMPECHE               ZAMF141224HCCPNRB2
352045      ANDRES                           VEGA                             HERNANDEZ                        14-08-1990   33     HOMBRE    YUCATAN                VEHA900814HYNGRN08
352049      ELENA                            VEGA                             SILVA                            01-06-1986   37     MUJER     AGUASCALIENTES         VESE860601MASGLL06
352061      LUCIA                            ACOSTA                           ACOSTA                           19-02-1996   27     MUJER     ZACATECAS              AOAL960219MZSCCC01
352070      LUIS                             VALDEZ                           MORALES                          21-11-2004   18     HOMBRE    CHIHUAHUA              VAML041121HCHLRSA6
352075      MONICA                           RUIZ                             VARGAS                           11-03-2007   16     MUJER     YUCATAN                RUVM070311MYNZRNA5
352077      FRANCISCO                        YEPIZ                            FLORES                           27-05-2008   15     HOMBRE    SONORA                 YEFF080527HSRPLRA3
352082      ANDRES                           ROMERO                           ORTEGA                           24-06-1988   35     HOMBRE    MICHOACAN              ROOA880624HMNMRN05
352085      CLARA                            SANCHEZ                          ZAPATA                           02-08-2020   3      MUJER     COAHUILA               SAZC200802MCLNPLC1
352086      MIGUEL                           VARGAS                           SILVA                            17-01-1981   42     HOMBRE    GUERRERO               VASM810117HGRRLG07
352090      CARMEN                           RUIZ                             FLORES                           07-10-2001   22     MUJER     SONORA                 RUFC011007MSRZLRA3
352093      RAFAEL                           MENDOZA                          JIMENEZ                          29-11-2020   2      HOMBRE    DISTRITO FEDERAL       MEJR201129HDFNMFC7
352094      CARMEN                           ZAPATA                           CASTRO                           07-08-1990   33     MUJER     MEXICO                 ZACC900807MMCPSR00
353001      LUCIA                            CRUZ                             ORTEGA                           05-01-2017   6      MUJER     EXTRANJERO             CUOL170105MNERRCB7
353005      PATRICIA                         CRUZ                             ALVAREZ                          29-07-1987   36     MUJER     AGUASCALIENTES         CUAP870729MASRLT07
353007      CARMEN                           LARA                             GUERRERO                         22-12-2011   11     MUJER     MORELOS                LAGC111222MMSRRRB2
353019      MARTA                            MENDOZA                          VEGA                             26-04-1992   31     MUJER     NUEVO LEON             MEVM920426MNLNGR08
353029      PEDRO                            VARGAS                           NUNEZ                            21-03-1980   43     HOMBRE    MEXICO                 VANP800321HMCRND04
353033      MIGUEL                           FLORES                           GUERRERO                         20-04-2000   23     HOMBRE    BAJA CALIFORNIA SUR    FOGM000420HBSLRGA8
353038      JAVIER                           FERNANDEZ                        PEREZ                            12-12-2016   6      HOMBRE    HIDALGO                FEPJ161212HHGRRVB0
353039      LUIS                             YEPIZ                            FERNANDEZ                        10-04-2019   4      HOMBRE    CHIAPAS                YEFL190410HCSPRSB0
353040      JOSE                             FUENTES                          LOPEZ                            05-10-2018   5      HOMBRE    CHIHUAHUA              FULJ181005HCHNPXB2
353042      FERNANDO                         YEPIZ                            DIAZ                             29-04-1981   42     HOMBRE    JALISCO                YEDF810429HJCPZR05
353046      MONICA                           MARTINEZ                         VALDEZ                           08-09-1999   24     MUJER     MEXICO                 MAVM990908MMCRLN00
353052      CLARA                            REYES                            LARA                             13-11-2007   15     MUJER     TABASCO                RELC071113MTCYRLA0
353054      DANIEL                           SANCHEZ                          MORENO                           29-09-2020   3      HOMBRE    GUERRERO               SAMD200929HGRNRNC3
353063      JOSE LUIS                        PEREZ                            ALVAREZ                          20-06-2006   17     HOMBRE    GUERRERO               PEAL060620HGRRLSA7
353067      MIGUEL                           FLORES                           LOPEZ                            01-05-2002   21     HOMBRE    JALISCO                FOLM020501HJCLPGA2
353070      CARMEN                           TORRES                           SANCHEZ                          14-12-2004   18     MUJER     NAYARIT                TOSC041214MNTRNRA3
353071      SOFIA                            GUTIERREZ                        REYES                            15-10-2014   9      MUJER     EXTRANJERO             GURS141015MNETYFB4
353076      ROBERTO                          ZAPATA                           ROMERO                           16-06-1984   39     HOMBRE    JALISCO                ZARR840616HJCPMB06
353080      LUIS                             GUERRERO                         FUENTES                          22-08-2016   7      HOMBRE    CHIAPAS                GUFL160822HCSRNSB7
353092      SOFIA                            FERNANDEZ                        DIAZ                             02-12-1980   42     MUJER     OAXACA                 FEDS801202MOCRZF06
353093      RAQUEL                           CRUZ                             NUNEZ                            28-02-1987   36     MUJER     PUEBLA                 CUNR870228MPLRNQ07
353095      CLARA                            GONZALEZ                         ROJAS                            19-05-1997   26     MUJER     SONORA                 GORC970519MSRNJL01
353097      DIANA                            JIMENEZ                          FLORES                           12-05-2014   9      MUJER     COLIMA                 JIFD140512MCMMLNB4
354002      DAVID                            TORRES                           SOTO                             05-03-2020   3      HOMBRE    TAMAULIPAS             TOSD200305HTSRTVC1
354004      LUIS                             RODRIGUEZ                        VALDEZ                           31-10-1995   28     HOMBRE    AGUASCALIENTES         ROVL951031HASDLS04
354009      ELENA                            MENDOZA                          LOPEZ                            04-12-1984   38     MUJER     TAMAULIPAS             MELE841204MTSNPL00
354014      JOSE                             RUIZ                             TORRES                           28-04-1980   43     HOMBRE    MORELOS                RUTJ800428HMSZRX06
354016      ALEJANDRO                        ACOSTA                           NAVARRO                          22-06-1994   29     HOMBRE    MICHOACAN              AONA940622HMNCVL05
354020      ELENA                            FERNANDEZ                        VARGAS                           11-04-1987   36     MUJER     BAJA CALIFORNIA SUR    FEVE870411MBSRRL05
354021      MARIA                            ROJAS                            REYES                            25-10-1984   39     MUJER     YUCATAN                RORM841025MYNJYX07
354034      DANIEL                           ORTEGA                           GONZALEZ                         21-06-1986   37     HOMBRE    QUINTANA ROO           OEGD860621HQRRNN04
354041      CARMEN                           TORRES                           VEGA                             06-11-2002   20     MUJER     TAMAULIPAS             TOVC021106MTSRGRA3
354042      ANDRES                           ZAPATA                           SOTO                             29-11-2002   20     HOMBRE    YUCATAN                ZASA021129HYNPTNA4
354058      MARIA                            GUTIERREZ                        SILVA                            01-12-1988   34     MUJER     MEXICO                 GUSM881201MMCTLX07
354059      RAQUEL                           TORRES                           ALVAREZ                          25-10-2009   14     MUJER     EXTRANJERO             TOAR091025MNERLQA1
